,Jugador,País,Posc,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
1897,Fayçal Fajr,MAR,Centrocampista,Getafe,30,1988,10,5,403,0,0,0,2,0,0.4,0.6
1898,Eliseo Falcon,ESP,Defensa,Levante,22,1997,1,1,73,0,0,0,2,1,0.0,0.0
1899,Ansu Fati,ESP,Delantero,Barcelona,16,2002,24,11,1027,7,1,8,2,1,3.8,2.1
1900,Aleix Febas,ESP,Centrocampista,Mallorca,23,1996,29,22,1690,0,3,3,4,0,0.4,1.6
1901,Zouhair Feddal,MAR,Defensa,Betis,30,1989,17,16,1431,1,2,3,10,2,1.0,0.8
1902,Ljubomir Fejsa,SRB,Centrocampista,Alavés,30,1988,13,11,786,0,0,0,2,0,0.0,0.0
1903,Nabil Fekir,FRA,Centrocampista,Betis,26,1993,32,31,2638,7,4,11,10,2,6.9,2.4
1904,Felipe,BRA,Defensa,Atlético Madrid,30,1989,25,23,2102,1,0,1,7,0,1.9,0.2
1905,João Félix,POR,Delantero,Atlético Madrid,19,1999,27,21,1745,6,1,7,6,0,7.6,2.2
1906,Matheus Fernandes,BRA,Centrocampista,Valladolid,21,1998,3,2,166,0,0,0,0,0,0.5,0.0
1907,Aitor Fernández,ESP,PO,Levante,28,1991,36,36,3240,0,0,0,2,0,0.0,0.1
1908,Andrés Fernández,ESP,PO,Villarreal,32,1986,4,4,360,0,1,1,1,0,0.0,0.5
1909,Carlos Fernández,ESP,Delantero,Granada,23,1996,34,21,2201,10,3,13,8,0,9.8,3.0
1910,Gabriel Fernández,URU,Delantero,Celta Vigo,25,1994,20,5,561,1,1,2,5,1,0.7,0.2
1911,Joaquín Fernández,ESP,Centrocampista,Valladolid,23,1996,20,19,1659,2,0,2,9,0,0.7,0.1
1912,Fernando,BRA,Centrocampista,Sevilla,32,1987,34,30,2659,2,3,5,13,0,2.6,0.4
1913,Facundo Ferreyra,ARG,Delantero,Espanyol,28,1991,16,5,574,1,0,1,2,0,1.3,0.4
1914,Junior Firpo,ESP,Defensa,Barcelona,22,1996,17,11,1014,1,1,2,5,0,0.7,0.5
1915,Alessandro Florenzi,ITA,Defensa,Valencia,28,1991,12,9,752,0,0,0,1,1,0.6,0.8
1916,Hernâni Fortes,POR,Centrocampista,Levante,27,1991,20,5,654,2,0,2,3,1,1.5,2.3
1917,Dimitri Foulquier,FRA,Defensa,Granada,26,1993,17,12,1119,1,0,1,4,0,0.3,0.4
1918,Jorge de Frutos,ESP,Centrocampista,Valladolid,22,1997,3,0,59,0,0,0,0,0,0.0,0.1
1919,Ramiro Funes Mori,ARG,Defensa,Villarreal,28,1991,7,5,453,0,0,0,1,0,0.1,0.1
1920,Enric Gallego,ESP,Delantero,Osasuna,32,1986,14,9,880,3,0,3,5,1,2.9,0.9
1921,Enric Gallego,ESP,Delantero,Getafe,32,1986,5,2,164,0,0,0,0,0,0.2,0.0
1922,Kévin Gameiro,FRA,Delantero,Valencia,32,1987,29,17,1581,6,2,8,0,0,5.3,2.9
1923,Fran Gámez,ESP,Defensa,Mallorca,28,1991,23,18,1768,0,1,1,5,0,0.6,1.1
1924,Ezequiel Garay,ARG,Defensa,Valencia,32,1986,17,17,1437,0,0,0,2,0,0.6,0.1
1925,Dani García,ESP,Centrocampista,Athletic Club,29,1990,36,33,3029,0,1,1,11,0,0.6,1.2
1926,David García,ESP,Defensa,Osasuna,25,1994,32,31,2793,0,0,0,7,0,1.7,0.3
1927,Javi García,ESP,Centrocampista,Betis,32,1987,8,4,377,0,0,0,2,0,0.2,0.0
1928,Manu García,ESP,Centrocampista,Alavés,33,1986,30,22,1967,0,0,0,11,1,2.0,0.2
1929,Raúl García,ESP,Defensa,Valladolid,30,1989,12,12,1012,0,1,1,2,0,0.2,0.4
1930,Raúl García,ESP,Centrocampista,Athletic Club,33,1986,35,33,2869,15,1,16,11,0,11.0,1.6
1931,Raúl García,ESP,Defensa,Getafe,30,1989,4,3,243,0,0,0,0,0,0.0,0.2
1932,Rubén García,ESP,Centrocampista,Osasuna,26,1993,30,25,2188,8,2,10,6,0,7.2,4.8
1933,Unai García,ESP,Defensa,Osasuna,27,1992,8,6,536,1,0,1,0,0,0.3,0.1
1934,Víctor García,ESP,Delantero,Valladolid,22,1997,2,1,88,1,0,1,0,0,0.1,0.1
1935,Manuel Garrido,ESP,Delantero,Leganés,18,2000,4,2,115,0,0,0,1,0,0.5,0.0
1936,Mario Gaspar,ESP,Defensa,Villarreal,28,1990,25,22,1962,0,2,2,2,0,1.2,1.2
1937,Bryan Gil,ESP,Centrocampista,Leganés,18,2001,12,4,558,1,0,1,2,0,1.0,0.7
1938,Bryan Gil,ESP,Delantero,Sevilla,18,2001,2,0,65,0,0,0,2,0,0.0,0.0
1939,Ibai Gómez,ESP,Delantero,Athletic Club,29,1989,17,6,695,0,0,0,0,0,1.2,1.9
1940,Maxi Gómez,URU,Delantero,Valencia,22,1996,33,25,2143,10,2,12,5,0,6.2,2.6
1941,Moi Gómez,ESP,Delantero,Villarreal,25,1994,37,26,2319,5,4,9,1,0,3.2,4.4
1942,Sergi Gómez,ESP,Defensa,Sevilla,27,1992,13,8,717,0,0,0,4,0,0.2,0.0
1943,Victor Gomez,ESP,Defensa,Espanyol,19,2000,18,14,1270,0,0,0,2,0,0.2,0.6
1944,Maxime Gonalons,FRA,Centrocampista,Granada,30,1989,19,17,1506,0,0,0,7,0,0.3,1.3
1945,Bruno González,ESP,Defensa,Getafe,29,1990,2,2,180,0,0,0,1,0,0.0,0.0
1946,Bruno González,ESP,Defensa,Levante,29,1990,6,5,456,0,0,0,0,0,0.0,0.0
1947,Édgar González,ESP,Centrocampista,Betis,22,1997,10,9,681,0,0,0,3,0,1.3,0.0
1948,Gonzalo,ESP,Defensa,Levante,22,1997,1,0,13,0,0,0,0,0,0.0,0.0
1949,Andoni Gorosabel,ESP,Defensa,Real Sociedad,22,1996,14,8,714,0,0,0,2,0,0.0,0.3
1950,Esteban Granero,ESP,Centrocampista,Espanyol,32,1987,11,5,473,1,0,1,5,0,1.7,0.4
1951,Antoine Griezmann,FRA,Delantero,Barcelona,28,1991,35,31,2549,9,4,13,2,0,7.2,4.5
1952,Andrés Guardado,MEX,Centrocampista,Betis,32,1986,28,25,2046,0,3,3,9,0,1.0,2.4
1953,Sergi Guardiola,ESP,Delantero,Valladolid,28,1991,35,31,2655,8,2,10,6,0,6.3,2.4
1954,Nemanja Gudelj,SRB,Centrocampista,Sevilla,27,1991,24,9,1216,0,0,0,6,0,0.3,0.1
1955,Gonçalo Guedes,POR,Centrocampista,Valencia,22,1996,21,14,1266,2,2,4,3,0,1.0,1.2
1956,Adrián Guerrero,ESP,Defensa,Valencia,21,1998,2,1,126,0,0,0,1,0,0.0,0.0
1957,Ander Guevara,ESP,Centrocampista,Real Sociedad,22,1997,14,11,939,0,0,0,4,0,0.1,0.3
1958,John Guidetti,SWE,Delantero,Alavés,27,1992,5,1,96,0,0,0,0,0,0.1,0.1
1959,Munir El Haddadi,MAR,Delantero,Sevilla,23,1995,21,14,1250,5,2,7,1,0,3.0,1.8
1960,Eden Hazard,BEL,Delantero,Real Madrid,28,1991,16,14,1077,1,3,4,0,0,2.1,3.0
1961,Mario Hermoso,ESP,Defensa,Atlético Madrid,24,1995,17,15,1217,0,0,0,3,1,0.3,0.1
1962,Aridane Hernández,ESP,Defensa,Osasuna,30,1989,29,29,2610,3,0,3,8,0,2.2,0.2
1963,Javier Hernández,MEX,Delantero,Sevilla,31,1988,9,4,448,1,0,1,0,0,3.0,0.2
1964,Juan Hernández,ESP,Delantero,Celta Vigo,24,1994,5,1,87,0,0,0,0,0,0.0,0.2
1965,Héctor Herrera,MEX,Centrocampista,Atlético Madrid,29,1990,21,12,1123,0,2,2,1,0,0.8,2.1
1966,Sergio Herrera,ESP,PO,Osasuna,26,1993,19,18,1655,0,0,0,2,1,0.0,0.0
1967,Yangel Herrera,VEN,Centrocampista,Granada,21,1998,30,28,2368,2,3,5,14,0,2.7,1.9
1968,Iago Herrerín,ESP,PO,Athletic Club,31,1988,5,4,425,0,0,0,0,0,0.0,0.0
1969,Pablo Hervías,ESP,Centrocampista,Valladolid,26,1993,25,9,1017,1,0,1,1,0,0.7,1.1
1970,Vicente Iborra,ESP,Centrocampista,Villarreal,31,1988,34,33,2648,1,2,3,10,1,3.8,1.0
1971,Borja Iglesias,ESP,Delantero,Betis,26,1993,35,21,1922,3,2,5,3,1,3.8,2.3
1972,Asier Illarramendi,ESP,Centrocampista,Real Sociedad,29,1990,3,3,216,0,0,0,0,0,0.0,0.1
1973,Takashi Inui,JPN,Centrocampista,Eibar,31,1988,29,23,1960,2,3,5,2,0,3.5,1.7
1974,Alexander Isak,SWE,Delantero,Real Sociedad,19,1999,37,14,1507,9,1,10,3,0,7.3,2.3
1975,Isco,ESP,Delantero,Real Madrid,27,1992,23,15,1181,1,2,3,2,0,2.1,1.9
1976,Ismael,ESP,Centrocampista,Betis,18,2000,3,1,83,0,0,0,1,0,0.0,0.0
1977,Ander Iturraspe,ESP,Centrocampista,Espanyol,30,1989,8,3,242,0,0,0,1,0,0.0,0.0
1978,Jacobo,ESP,Defensa,Celta Vigo,22,1997,2,1,83,0,0,0,1,0,0.0,0.0
1979,Adnan Januzaj,BEL,Delantero,Real Sociedad,24,1995,24,13,1167,3,3,6,3,0,1.9,3.0
1980,Jason,ESP,Centrocampista,Getafe,25,1994,20,14,1175,1,4,5,5,0,1.5,2.0
1981,Joaquín,ESP,Centrocampista,Betis,38,1981,34,25,2060,8,3,11,4,0,6.0,5.6
1982,Frenkie de Jong,NED,Centrocampista,Barcelona,22,1997,29,24,2115,2,2,4,3,1,1.3,2.4
1983,Luuk de Jong,NED,Delantero,Sevilla,28,1990,35,24,2059,6,1,7,2,0,9.5,3.3
1984,Joan Jordán,ESP,Centrocampista,Sevilla,25,1994,34,27,2254,2,2,4,7,0,1.9,3.4
1985,Willian José,BRA,Delantero,Real Sociedad,27,1991,37,24,2011,11,1,12,4,0,10.7,1.9
1986,Joselu,ESP,Delantero,Alavés,29,1990,36,31,2782,11,2,13,6,0,11.7,2.0
1987,Luka Jović,SRB,Delantero,Real Madrid,21,1997,17,4,430,2,1,3,2,0,2.4,1.4
1988,Juanmi,ESP,Delantero,Betis,26,1993,8,2,264,1,0,1,2,1,1.5,0.1
1989,David Juncà,ESP,Defensa,Celta Vigo,25,1993,3,3,258,0,0,0,1,0,0.0,0.0
1990,Lago Junior,CIV,Centrocampista,Mallorca,28,1990,35,24,2188,4,0,4,3,0,6.2,1.3
1991,Vinicius Júnior,BRA,Delantero,Real Madrid,19,2000,29,12,1364,3,1,4,4,0,4.3,3.4
1992,Wilfrid Kaptoum,CMR,Centrocampista,Betis,23,1996,5,2,194,0,0,0,1,0,0.1,0.0
1993,Kenedy,BRA,Centrocampista,Getafe,23,1996,19,3,586,1,3,4,2,0,0.9,1.8
1994,Kiké,ESP,Delantero,Eibar,29,1989,27,20,1767,5,1,6,2,0,6.0,1.0
1995,Giorgi Kochorashvili,GEO,Centrocampista,Levante,20,1999,1,0,2,0,0,0,0,0,0.0,0.0
1996,Kenan Kodro,BIH,Delantero,Athletic Club,25,1993,12,4,364,1,0,1,0,0,0.5,0.0
1997,Koke,ESP,Centrocampista,Atlético Madrid,27,1992,32,30,2698,4,5,9,5,0,2.6,5.8
1998,Geoffrey Kondogbia,CTA,Centrocampista,Valencia,26,1993,27,21,1807,1,1,2,5,0,1.1,0.2
1999,Jules Koundé,FRA,Defensa,Sevilla,20,1998,29,25,2309,1,1,2,6,0,2.2,1.0
2000,Leonardo Koutris,GRE,Defensa,Mallorca,24,1995,2,1,93,0,0,0,0,0,0.0,0.1
2001,İsmail Köybaşı,TUR,Defensa,Granada,30,1989,4,3,231,0,0,0,1,0,0.0,0.0
2002,Toni Kroos,GER,Centrocampista,Real Madrid,29,1990,35,31,2652,4,5,9,2,0,3.3,5.1
2003,Takefusa Kubo,JPN,Centrocampista,Mallorca,18,2001,35,23,2312,4,4,8,4,0,3.0,2.7
2004,Víctor Laguardia,ESP,Defensa,Alavés,29,1989,31,31,2654,1,2,3,9,1,1.3,0.9
2005,Diego Lainez,MEX,Centrocampista,Betis,19,2000,15,2,348,0,0,0,0,0,0.2,0.2
2006,Larra,ESP,Delantero,Athletic Club,21,1997,10,2,250,0,0,0,0,0,0.1,0.1
2007,Toni Lato,ESP,Defensa,Osasuna,21,1997,8,6,470,1,0,1,3,0,0.4,0.3
2008,Robin Le Normand,ESP,Defensa,Real Sociedad,22,1996,31,25,2394,1,0,1,6,0,1.5,0.3
2009,Wu Lei,CHN,Delantero,Espanyol,27,1991,33,21,1719,4,0,4,3,0,6.8,1.9
2010,Iñigo Lekue,ESP,Delantero,Athletic Club,26,1993,14,6,623,0,1,1,0,0,0.1,0.8
2011,Thomas Lemar,FRA,Centrocampista,Atlético Madrid,23,1995,22,10,925,0,0,0,2,0,0.5,0.5
2012,Clément Lenglet,FRA,Defensa,Barcelona,24,1995,28,28,2424,2,1,3,11,2,0.8,0.5
2013,Pedro León,ESP,Centrocampista,Eibar,32,1986,31,23,1896,1,2,3,4,0,2.9,3.7
2014,Sergio León,ESP,Delantero,Levante,30,1989,22,6,672,1,0,1,2,0,3.0,0.1
2015,Lillo,ESP,Defensa,Osasuna,30,1989,4,2,195,0,0,0,2,0,0.0,0.3
2016,Diego Llorente,ESP,Defensa,Real Sociedad,25,1993,29,27,2327,1,1,2,7,1,1.1,0.2
2017,Marcos Llorente,ESP,Centrocampista,Atlético Madrid,24,1995,29,16,1368,3,3,6,4,0,1.5,2.3
2018,Stanislav Lobotka,SVK,Centrocampista,Celta Vigo,24,1994,17,17,1383,0,0,0,1,0,0.6,0.3
2019,Renan Lodi,BRA,Defensa,Atlético Madrid,21,1998,32,28,2396,1,2,3,6,1,1.6,1.5
2020,Rony Lopes,POR,Delantero,Sevilla,23,1995,5,2,134,0,0,0,0,0,0.1,0.0
2021,Adrián López,ESP,Delantero,Osasuna,31,1988,26,17,1443,2,0,2,0,0,3.1,3.0
2022,David López,ESP,Defensa,Espanyol,29,1989,32,29,2455,4,2,6,5,1,1.3,1.1
2023,Diego López,ESP,PO,Espanyol,37,1981,36,36,3232,0,0,0,5,1,0.0,0.0
2024,Javi López,ESP,Defensa,Alavés,17,2002,1,1,90,0,0,0,0,0,0.0,0.0
2025,Javi López,ESP,Defensa,Espanyol,33,1986,17,16,1384,0,0,0,5,1,0.1,1.0
2026,Lluis López,ESP,Defensa,Espanyol,22,1997,4,3,300,0,0,0,1,0,0.1,0.0
2027,Roberto López,ESP,Delantero,Real Sociedad,19,2000,3,0,51,0,1,1,0,0,0.0,0.1
2028,Unai López,ESP,Centrocampista,Athletic Club,23,1995,26,24,1787,1,4,5,6,0,0.9,3.1
2029,Losada,ESP,Centrocampista,Celta Vigo,17,2001,2,0,13,1,0,1,0,0,0.3,0.0
2030,Pol Lozano,ESP,Centrocampista,Espanyol,19,1999,5,2,173,0,0,0,0,1,0.0,0.0
2031,José Luis Gayà,ESP,Defensa,Valencia,24,1995,24,23,1988,0,1,1,5,0,0.4,1.6
2032,José Luis Morales,ESP,Delantero,Levante,32,1987,38,29,2519,4,2,6,3,0,4.6,4.6
2033,José Luis Rodríguez,PAN,Delantero,Alavés,21,1998,1,0,22,0,0,0,0,0,0.0,0.0
2034,Darwin Machís,VEN,Delantero,Granada,26,1993,36,20,2129,7,5,12,5,0,6.7,4.5
2035,Lisandro Magallán,ARG,Defensa,Alavés,25,1993,17,13,1197,1,1,2,4,0,0.8,0.3
2036,Abdallahi Mahmoud,MTN,Centrocampista,Alavés,19,2000,3,1,152,0,0,0,1,0,0.0,0.0
2037,Nemanja Maksimović,SRB,Centrocampista,Getafe,24,1995,35,33,2895,2,0,2,5,0,3.0,0.8
2038,Hugo Mallo,ESP,Defensa,Celta Vigo,28,1991,27,22,1965,0,1,1,7,0,0.5,0.8
2039,Aïssa Mandi,ALG,Defensa,Betis,27,1991,29,29,2576,0,0,0,9,0,1.5,1.1
2040,Eliaquim Mangala,FRA,Defensa,Valencia,28,1991,8,8,673,0,0,0,3,1,0.1,0.0
2041,Marcelo,BRA,Defensa,Real Madrid,31,1988,15,15,1296,1,2,3,2,0,0.5,1.9
2042,Óscar de Marcos,ESP,Defensa,Athletic Club,30,1989,13,6,541,0,1,1,1,0,0.0,0.9
2043,Miguel Marí,ESP,Centrocampista,Eibar,22,1997,1,0,6,0,0,0,0,0,0.0,0.0
2044,José María Giménez,URU,Defensa,Atlético Madrid,24,1995,21,19,1755,0,0,0,2,0,0.9,0.0
2045,Mariano,DOM,Delantero,Real Madrid,25,1993,5,0,45,1,0,1,1,0,0.9,0.0
2046,Adrián Marín,ESP,Defensa,Alavés,22,1997,12,9,852,0,0,0,1,0,0.7,0.2
2047,Guillermo Maripán,CHI,Defensa,Alavés,25,1994,1,1,90,0,0,0,0,0,0.0,0.0
2048,Roger Martí,ESP,Delantero,Levante,28,1991,36,26,2267,11,1,12,6,1,10.5,3.0
2049,Daniel Martín,ESP,PO,Betis,21,1998,6,5,531,0,0,0,0,0,0.0,0.0
2050,Álex Martínez,ESP,Defensa,Granada,28,1990,1,0,15,0,0,0,1,0,0.1,0.0
2051,Iñigo Martínez,ESP,Defensa,Athletic Club,28,1991,33,33,2970,1,1,2,10,0,2.3,1.0
2052,Javi Martínez,ESP,Centrocampista,Osasuna,19,1999,1,0,10,0,0,0,0,0,0.0,0.0
2053,José Martínez,ESP,Defensa,Granada,26,1993,20,13,1191,0,1,1,0,0,0.1,0.1
2054,Pablo Martínez,ESP,Centrocampista,Levante,21,1998,5,0,33,0,0,0,0,0,0.1,0.0
2055,Jordi Masip,ESP,PO,Valladolid,30,1989,35,35,3150,0,0,0,2,0,0.0,0.0
2056,Jaime Mata,ESP,Delantero,Getafe,30,1988,34,33,2747,11,3,14,14,0,11.0,2.9
2057,Borja Mayoral,ESP,Delantero,Levante,22,1997,34,24,2140,8,2,10,2,0,10.1,2.7
2058,Óscar Melendo,ESP,Centrocampista,Espanyol,21,1997,24,12,1115,0,0,0,0,0,0.1,0.5
2059,Gonzalo Melero,ESP,Centrocampista,Levante,25,1994,25,14,1236,2,1,3,4,0,3.1,1.9
2060,Arthur Melo,BRA,Centrocampista,Barcelona,22,1996,21,14,1182,3,3,6,1,0,1.3,1.7
2061,Brais Méndez,ESP,Centrocampista,Celta Vigo,22,1997,31,15,1477,0,2,2,4,0,2.1,1.0
2062,Édgar Méndez,ESP,Centrocampista,Alavés,29,1990,16,10,864,1,0,1,3,0,0.5,0.6
2063,Ferland Mendy,FRA,Defensa,Real Madrid,24,1995,25,19,1809,1,3,4,8,1,0.6,2.4
2064,Fran Mérida,ESP,Centrocampista,Osasuna,29,1990,23,12,1161,0,1,1,9,1,0.4,0.7
2065,Mikel Merino,ESP,Centrocampista,Real Sociedad,23,1996,36,35,3139,5,1,6,9,0,3.1,2.1
2066,Sabin Merino,ESP,Delantero,Leganés,27,1992,2,1,78,0,0,0,0,0,0.0,0.1
2067,Roque Mesa,ESP,Centrocampista,Leganés,30,1989,29,22,2012,1,3,4,11,0,1.4,2.6
2068,Lionel Messi,ARG,Delantero,Barcelona,32,1987,33,32,2880,25,21,46,4,0,19.4,15.4
2069,Míchel,ESP,Centrocampista,Valladolid,31,1988,29,27,2178,1,2,3,6,0,1.3,2.4
2070,Miguel,ESP,Delantero,Valladolid,19,1999,7,2,232,0,0,0,1,0,0.1,0.0
2071,Éder Militão,BRA,Defensa,Real Madrid,21,1998,15,10,1022,0,0,0,3,0,0.1,0.1
2072,Santi Mina,ESP,Delantero,Celta Vigo,23,1995,34,21,1944,6,3,9,4,0,6.1,3.4
2073,Jorge Miramón,ESP,Defensa,Levante,30,1989,32,27,2432,0,3,3,4,1,0.7,2.4
2074,Luka Modrić,CRO,Centrocampista,Real Madrid,33,1985,31,22,1996,3,7,10,7,1,1.5,3.3
2075,Jorge Molina,ESP,Delantero,Getafe,37,1982,34,23,1886,5,3,8,6,1,6.3,3.3
2076,Jon Moncayola,ESP,Centrocampista,Osasuna,21,1998,27,15,1496,1,0,1,4,0,0.5,0.6
2077,Nacho Monreal,ESP,Defensa,Real Sociedad,33,1986,29,27,2390,2,0,2,3,0,3.1,1.8
2078,Joan Monterde,ESP,Centrocampista,Levante,21,1997,1,0,9,0,0,0,0,0,0.0,0.0
2079,Ángel Montoro,ESP,Centrocampista,Granada,31,1988,15,11,973,2,5,7,6,0,0.9,1.4
2080,Álvaro Morata,ESP,Delantero,Atlético Madrid,26,1992,34,25,2098,12,2,14,6,1,16.0,4.9
2081,Alberto Moreno,ESP,Defensa,Villarreal,27,1992,18,17,1471,0,0,0,6,0,0.9,0.4
2082,Álex Moreno,ESP,Defensa,Betis,26,1993,31,25,2265,0,4,4,5,0,2.7,2.6
2083,Gerard Moreno,ESP,Delantero,Villarreal,27,1992,35,33,2744,18,5,23,5,0,15.3,6.8
2084,Manu Morlanes,ESP,Centrocampista,Villarreal,20,1999,9,3,253,0,1,1,0,0,0.0,0.6
2085,Loren Morón,ESP,Delantero,Betis,25,1993,36,21,2031,10,3,13,2,1,8.0,3.4
2086,Toni Moya,ESP,Centrocampista,Atlético Madrid,21,1998,1,0,4,0,0,0,0,0,0.0,0.0
2087,Javi Moyano,ESP,Defensa,Valladolid,33,1986,26,26,2227,0,0,0,4,0,0.5,1.0
2088,Iker Muniain,ESP,Delantero,Athletic Club,26,1992,31,26,2382,5,2,7,4,1,3.7,2.5
2089,Aihen Muñoz,ESP,Defensa,Real Sociedad,21,1997,15,11,981,0,0,0,1,0,0.0,0.1
2090,Javier Muñoz,ESP,Delantero,Alavés,24,1995,1,1,52,0,0,0,0,0,0.0,0.0
2091,Jeison Murillo,COL,Defensa,Celta Vigo,27,1992,18,17,1529,1,0,1,5,0,0.5,0.1
2092,Nacho,ESP,Defensa,Valladolid,30,1989,23,21,1893,0,2,2,2,0,0.3,2.9
2093,Nacho,ESP,Defensa,Real Madrid,29,1990,6,4,439,1,0,1,3,0,0.4,0.4
2094,Naldo,BRA,Defensa,Espanyol,30,1988,18,15,1332,0,1,1,8,1,0.6,0.2
2095,Marc Navarro,ESP,Delantero,Leganés,24,1995,4,3,219,0,0,0,1,0,0.2,0.0
2096,Ximo Navarro,ESP,Defensa,Alavés,29,1990,23,22,1903,0,0,0,8,0,0.4,0.2
2097,Jesús Navas,ESP,Defensa,Sevilla,33,1985,38,37,3369,0,7,7,4,0,0.3,7.7
2098,Raúl Navas,ESP,Defensa,Osasuna,31,1988,9,8,711,0,0,0,2,0,0.0,0.1
2099,Neto,BRA,PO,Barcelona,30,1989,2,2,180,0,0,0,0,0,0.0,0.0
2100,Carlos Neva,ESP,Defensa,Granada,23,1996,26,25,2205,0,1,1,2,0,0.9,1.0
2101,Saúl Ñíguez,ESP,Centrocampista,Atlético Madrid,24,1994,35,35,3072,6,0,6,10,0,4.7,1.1
2102,Fernando Niño,ESP,Delantero,Villarreal,18,2000,5,1,83,1,0,1,1,0,0.1,0.0
2103,Nolito,ESP,Delantero,Sevilla,32,1986,15,12,898,3,0,3,0,0,2.2,0.6
2104,Nolito,ESP,Centrocampista,Celta Vigo,32,1986,7,1,324,2,1,3,3,1,1.6,0.6
2105,Unai Núñez,ESP,Defensa,Athletic Club,22,1997,20,16,1572,0,0,0,7,0,0.7,0.1
2106,Allan Nyom,CMR,Defensa,Getafe,31,1988,34,31,2422,2,0,2,13,2,0.9,0.8
2107,Jan Oblak,SVN,PO,Atlético Madrid,26,1993,38,38,3395,0,0,0,0,0,0.0,0.0
2108,Rafel Obrador,ESP,Defensa,Mallorca,15,2004,1,0,4,0,0,0,0,0,0.0,0.0
2109,Lucas Ocampos,ARG,Delantero,Sevilla,25,1994,33,31,2745,14,3,17,10,1,12.7,3.2
2110,Álvaro Odriozola,ESP,Defensa,Real Madrid,23,1995,4,4,343,0,1,1,3,1,0.4,1.0
2111,Lucas Olaza,URU,Defensa,Celta Vigo,25,1994,35,35,3144,1,3,4,5,0,0.8,3.5
2112,Oier Olazábal,ESP,PO,Espanyol,29,1989,2,2,180,0,0,0,0,0,0.0,0.0
2113,Kiko Olivas,ESP,Defensa,Valladolid,30,1988,35,33,2943,2,0,2,2,0,1.7,0.1
2114,Mathías Olivera,URU,Defensa,Getafe,21,1997,24,21,1870,0,1,1,7,1,0.6,0.8
2115,Kenneth Omeruo,NGA,Defensa,Leganés,25,1993,23,22,1874,1,0,1,5,0,0.3,0.5
2116,Javier Ontiveros,ESP,Delantero,Villarreal,21,1997,30,7,889,2,1,3,2,0,2.0,1.2
2117,Fabián Orellana,CHI,Centrocampista,Eibar,33,1986,29,28,2390,8,7,15,9,1,8.0,5.7
2118,Aimar Oroz,ESP,Delantero,Osasuna,17,2001,1,0,11,0,0,0,0,0,0.0,0.0
2119,Mikel Oyarzabal,ESP,Delantero,Real Sociedad,22,1997,37,36,3051,10,11,21,4,0,8.4,7.4
2120,Fernando Pacheco,ESP,PO,Alavés,27,1992,27,27,2358,0,0,0,0,1,0.0,0.1
2121,Jon Pacheco,ESP,Defensa,Real Sociedad,18,2001,1,1,77,0,0,0,0,0,0.0,0.0
2122,Daniel Parejo,ESP,Centrocampista,Valencia,30,1989,35,35,3024,8,3,11,6,1,6.5,4.2
2123,Miquel Parera,ESP,PO,Mallorca,23,1996,1,1,90,0,0,0,0,0,0.0,0.0
2124,Thomas Partey,GHA,Centrocampista,Atlético Madrid,26,1993,35,29,2549,3,0,3,13,0,1.6,1.1
2125,Paulino,ESP,Delantero,Alavés,22,1997,3,0,75,0,0,0,0,0,0.0,0.0
2126,Gabriel Paulista,BRA,Defensa,Valencia,28,1990,33,31,2801,1,1,2,5,0,0.9,0.0
2127,Alfonso Pedraza,ESP,Defensa,Betis,23,1996,21,15,1349,1,0,1,3,0,1.1,0.7
2128,Marc Pedraza,ESP,Centrocampista,Mallorca,32,1987,3,2,130,0,0,0,0,0,0.0,0.0
2129,Adrià Pedrosa,ESP,Defensa,Espanyol,21,1998,20,11,1087,1,0,1,3,0,1.2,0.2
2130,Luis Perea,ESP,Delantero,Osasuna,21,1997,2,0,21,0,0,0,0,0,0.0,0.0
2131,Carles Pérez,ESP,Delantero,Barcelona,21,1998,10,5,476,1,2,3,0,0,1.0,0.3
2132,Iñigo Pérez,ESP,Centrocampista,Osasuna,31,1988,22,11,1082,2,1,3,4,0,1.0,0.9
2133,Juan Pérez,ESP,PO,Osasuna,23,1996,2,2,180,0,0,0,0,0,0.0,0.0
2134,Kike Pérez,ESP,Centrocampista,Valladolid,22,1997,6,2,218,0,0,0,1,0,0.6,0.1
2135,Lucas Pérez,ESP,Delantero,Alavés,30,1988,34,29,2496,11,5,16,4,0,10.8,6.8
2136,Rubén Pérez,ESP,Centrocampista,Leganés,30,1989,26,25,2194,1,1,2,9,0,1.3,0.4
2137,Samu Pérez,ESP,PO,Valladolid,22,1997,1,0,26,0,0,0,0,0,0.0,0.0
2138,Pablo Piatti,ARG,Defensa,Espanyol,30,1989,3,0,56,0,0,0,0,0,0.1,0.0
2139,Cristiano Piccini,ITA,Defensa,Valencia,26,1992,2,1,75,0,0,0,0,0,0.1,0.0
2140,Tomás Pina Isla,ESP,Centrocampista,Alavés,31,1987,20,17,1344,1,0,1,6,1,1.0,0.8
2141,Pipa,ESP,Defensa,Espanyol,21,1998,7,5,473,0,0,0,3,0,0.4,0.2
2142,Gerard Piqué,ESP,Defensa,Barcelona,32,1987,35,35,3092,1,0,1,15,0,2.4,0.3
2143,Óscar Plano,ESP,Centrocampista,Valladolid,28,1991,36,28,2505,4,2,6,6,0,4.2,2.7
