Jugador,País,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Gls.,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas,Valor de mercado
Giorgio Scalvini,ITA,Defensa,Atalanta,19,2003.0,20.666666666666668,16.333333333333332,1333.6666666666667,1.0,0.6666666666666666,1.6666666666666667,2.6666666666666665,0.0,1.2666666666666666,0.4666666666666666,40000000.0
Giorgos Kyriakopoulos,GRE,Defensa,Monza,27,1996.0,18.833333333333332,13.666666666666666,1228.8333333333333,0.3333333333333333,2.0,2.3333333333333335,3.1666666666666665,0.3333333333333333,0.8666666666666667,1.5333333333333332,3800000.0
Giovani Lo Celso,ARG,Centrocampista,Tottenham,27,1996.0,18.428571428571427,11.571428571428571,1045.4285714285713,2.0,1.5714285714285714,3.5714285714285716,3.142857142857143,0.0,2.1857142857142855,1.8857142857142857,14000000.0
Giovanni Bonfanti,ITA,Defensa,Atalanta,20,2003.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,100000.0
Giovanni Crociata,ITA,Delantero,Empoli,23,1997.0,1.5,0.0,20.5,0.0,0.0,0.0,0.0,0.0,0.05,0.05,750000.0
Giovanni Di Lorenzo,ITA,Defensa,Napoli,30,1993.0,30.4,30.2,2701.2,2.2,4.2,6.4,4.8,0.0,2.46,3.6,25000000.0
Giovanni Fabbian,ITA,Centrocampista,Bologna,20,2003.0,5.0,1.0,101.0,2.0,0.0,2.0,1.0,0.0,1.6,0.0,6000000.0
Giovanni González,URU,Defensa,Mallorca,29,1994.0,12.333333333333334,7.333333333333333,718.3333333333334,0.3333333333333333,0.6666666666666666,1.0,3.3333333333333335,0.0,0.19999999999999998,0.7999999999999999,2000000.0
Giovanni Simeone,ARG,Delantero,Napoli,28,1995.0,23.666666666666668,14.666666666666666,1331.8333333333333,6.666666666666667,1.8333333333333333,8.5,2.8333333333333335,0.0,5.416666666666667,1.3666666666666665,15000000.0
Giulian Biancone,FRA,Defensa,Nott'ham Forest,22,2000.0,2.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6000000.0
Giuliano Simeone,ARG,Centrocampista,Atlético Madrid,18,2002.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2500000.0
Giulio Donati,ITA,Defensa,Monza,33,1990.0,9.666666666666666,8.0,729.3333333333334,0.6666666666666666,0.0,0.6666666666666666,2.6666666666666665,0.6666666666666666,0.2333333333333333,0.7333333333333334,500000.0
Giulio Maggiore,ITA,Centrocampista,Salernitana,25,1998.0,23.25,19.0,1620.5,1.25,1.0,2.25,4.5,0.0,2.4000000000000004,1.25,5500000.0
Giuseppe Caso,ITA,Delantero,Frosinone,24,1998.0,5.5,1.0,170.5,0.0,0.0,0.0,1.0,0.0,0.1,0.05,3000000.0
Giuseppe Cuomo,ITA,Defensa,Crotone,22,1998.0,13.0,8.0,801.0,0.0,0.0,0.0,4.0,0.0,0.2,0.0,500000.0
Giuseppe Di Serio,ITA,Delantero,Benevento,19,2001.0,16.0,1.0,292.0,0.0,0.0,0.0,1.0,0.0,0.6,0.0,1200000.0
Giuseppe Mastinu,ITA,Delantero,Spezia,28,1991.0,3.0,0.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,350000.0
Giuseppe Pezzella,ITA,Defensa,Empoli,26,1997.0,15.0,9.0,863.0,0.16666666666666666,1.1666666666666667,1.3333333333333333,2.5,0.0,0.18333333333333335,0.8166666666666668,2500000.0
Gleison Bremer,BRA,Defensa,Juventus,26,1997.0,27.2,27.2,2378.4,3.2,0.6,3.8,4.4,0.4,2.96,0.58,40000000.0
Gonzalo Escalante,ARG,Centrocampista,Eibar,30,1993.0,17.666666666666668,10.88888888888889,1048.3333333333333,1.5555555555555556,0.7777777777777778,2.3333333333333335,3.888888888888889,0.4444444444444444,1.5444444444444445,0.7444444444444445,2000000.0
Gonzalo Maroni,ARG,Centrocampista,Sampdoria,20,1999.0,5.0,1.0,181.0,0.0,1.0,1.0,0.0,0.0,1.0,0.6,2000000.0
Gonzalo Melero,ESP,Centrocampista,Huesca,29,1994.0,24.166666666666668,16.666666666666668,1434.5,3.6666666666666665,1.5,5.166666666666667,3.8333333333333335,0.0,3.283333333333333,1.4666666666666666,3000000.0
Gonzalo Montiel,ARG,Defensa,Nott'ham Forest,26,1997.0,16.666666666666668,11.0,919.3333333333334,0.3333333333333333,1.6666666666666667,2.0,5.666666666666667,0.3333333333333333,0.4000000000000001,1.3666666666666665,12000000.0
Gonzalo Plata,ECU,Delantero,Valladolid,21,2000.0,34.0,26.0,2302.0,1.0,5.0,6.0,1.0,0.0,3.7,3.1,5000000.0
Gonzalo Verdú,ESP,Defensa,Elche,33,1988.0,22.666666666666668,19.333333333333332,1681.3333333333333,0.3333333333333333,0.6666666666666666,1.0,7.666666666666667,0.6666666666666666,0.7666666666666667,0.6666666666666666,700000.0
Gonzalo Villar,ESP,Centrocampista,Getafe,25,1998.0,16.0,7.166666666666667,710.1666666666666,0.16666666666666666,0.8333333333333334,1.0,3.5,0.0,0.5,0.39999999999999997,2800000.0
Gonçalo Guedes,POR,Delantero,Wolves,25,1996.0,26.5,20.666666666666668,1795.0,4.833333333333333,4.333333333333333,9.166666666666666,2.3333333333333335,0.16666666666666666,3.1833333333333336,3.233333333333333,23000000.0
Gonçalo Paciência,POR,Delantero,Celta Vigo,27,1994.0,25.0,5.0,662.0,2.0,0.0,2.0,2.0,1.0,1.9,0.6,2000000.0
Gori,ESP,Centrocampista,Espanyol,19,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.1,8000000.0
Gorka Guruzeta,ESP,Centrocampista,Athletic Club,27,1996.0,16.666666666666668,10.0,802.3333333333334,4.0,0.3333333333333333,4.333333333333333,1.3333333333333333,0.0,3.733333333333333,0.5333333333333333,4000000.0
Gorka Rivera Alonso,ESP,Defensa,Getafe,19,2004.0,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Grady Diangana,COD,Centrocampista,West Brom,22,1998.0,20.0,15.0,1235.0,1.0,0.0,1.0,0.0,0.0,1.1,0.2,4500000.0
Granit Xhaka,SUI,Centrocampista,Arsenal,29,1992.0,31.5,30.5,2607.0,2.5,3.25,5.75,7.75,0.5,1.875,2.5,20000000.0
Grant Hanley,SCO,Defensa,Norwich City,29,1991.0,24.0,23.5,2079.5,0.5,0.0,0.5,3.0,0.0,1.35,0.45,1500000.0
Grigoris Kastanos,CYP,Centrocampista,Salernitana,25,1998.0,22.0,12.666666666666666,1124.0,1.3333333333333333,1.0,2.3333333333333335,3.3333333333333335,0.3333333333333333,1.5,1.2333333333333334,1800000.0
Grégoire Defrel,MTQ,Delantero,Sassuolo,32,1991.0,23.6,9.8,1016.4,2.0,2.0,4.0,1.6,0.0,2.62,1.08,1500000.0
Guglielmo Vicario,ITA,PO,Tottenham,27,1996.0,21.5,21.5,1933.25,0.0,0.0,0.0,1.5,0.0,0.0,0.0,20000000.0
Guido Carrillo,ARG,Delantero,Leganés,30,1991.0,26.5,14.5,1343.75,3.0,1.25,4.25,3.25,0.0,4.8500000000000005,0.8749999999999999,500000.0
Guido Pizarro,ARG,Centrocampista,Sevilla,27,1990.0,24.0,19.0,1755.0,1.0,0.0,1.0,9.0,0.0,0.9,1.0,1800000.0
Guido Rodríguez,ARG,Centrocampista,Betis,29,1994.0,25.6,23.8,2037.2,1.0,0.4,1.4,7.4,0.2,1.1,0.47999999999999987,28000000.0
Guilherme,BRA,Centrocampista,La Coruña,26,1991.0,31.0,31.0,2639.0,0.0,0.0,0.0,11.0,0.0,2.6,1.6,22000000.0
Guilherme Arana,BRA,Defensa,Sevilla,22,1997.0,5.333333333333333,3.3333333333333335,300.6666666666667,0.0,0.0,0.0,1.0,0.0,0.3,0.0,10000000.0
Guillem Molina,ESP,Defensa,Valencia,20,2000.0,2.0,1.0,153.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,300000.0
Guillermo Maripán,CHI,Defensa,Alavés,25,1994.0,14.333333333333334,13.333333333333334,1208.6666666666667,0.6666666666666666,0.6666666666666666,1.3333333333333333,3.0,0.0,1.0,0.3333333333333333,10000000.0
Guillermo Ochoa,MEX,PO,Salernitana,38,1985.0,15.5,15.5,1395.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,1500000.0
Gustav Isaksen,DEN,Delantero,Lazio,22,2001.0,10.0,1.0,208.0,0.0,0.0,0.0,2.0,0.0,0.2,0.3,12000000.0
Gustavo Cabral,ARG,Defensa,Celta Vigo,32,1985.0,25.0,20.5,1894.0,0.5,0.5,1.0,5.5,1.0,1.15,0.3,1000000.0
Gustavo Hamer,NED,Centrocampista,Sheffield Utd,26,1997.0,12.0,12.0,982.0,2.0,0.0,2.0,2.0,0.0,1.4,0.8,16000000.0
Gustavo Scarpa,BRA,Centrocampista,Nott'ham Forest,28,1994.0,6.0,2.0,181.0,0.0,0.0,0.0,1.0,0.0,0.3,0.0,8000000.0
Gvidas Gineitis,LTU,Centrocampista,Torino,19,2004.0,4.5,1.5,160.5,0.0,0.0,0.0,2.0,0.0,0.05,0.0,900000.0
Gylfi Sigurðsson,ISL,Centrocampista,Everton,30,1989.0,35.5,26.0,2406.5,4.0,4.0,8.0,2.5,0.0,5.25,4.0,1000000.0
Hacen,MTN,Delantero,Levante,20,1997.0,1.5,0.5,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,200000.0
Haissem Hassan,FRA,Delantero,Villarreal,20,2002.0,2.0,0.0,52.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
Hakan Çalhanoğlu,TUR,Centrocampista,Inter,29,1994.0,29.6,27.6,2243.4,5.6,7.4,13.0,5.4,0.0,5.28,6.56,40000000.0
Hakim Ziyech,MAR,Delantero,Chelsea,29,1993.0,21.333333333333332,11.666666666666666,1050.6666666666667,2.0,3.0,5.0,2.3333333333333335,0.0,1.9666666666666668,2.9,15000000.0
Halil Dervişoğlu,TUR,Centrocampista,Brentford,22,1999.0,1.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1800000.0
Hamari Traoré,MLI,Defensa,Real Sociedad,31,1992.0,14.0,13.0,1091.0,0.0,2.0,2.0,4.0,0.0,0.1,1.0,10000000.0
Hamed Junior Traorè,CIV,Centrocampista,Bournemouth,23,2000.0,19.666666666666668,12.0,1033.1666666666667,2.6666666666666665,1.3333333333333333,4.0,2.1666666666666665,0.0,2.85,1.9666666666666668,22000000.0
Hamza Choudhury,ENG,Defensa,Leicester City,23,1997.0,12.0,6.0,498.0,0.3333333333333333,0.3333333333333333,0.6666666666666666,2.0,0.3333333333333333,0.26666666666666666,0.03333333333333333,5000000.0
Hamza Rafia,TUN,Centrocampista,Lecce,24,1999.0,12.0,10.0,634.0,1.0,0.0,1.0,4.0,0.0,0.4,0.3,1000000.0
Hannes Delcroix,BEL,Defensa,Burnley,24,1999.0,6.0,2.0,241.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,2000000.0
Hannibal Mejbri,TUN,Centrocampista,Manchester Utd,20,2003.0,2.0,0.6666666666666666,66.66666666666667,0.3333333333333333,0.0,0.3333333333333333,1.0,0.0,0.03333333333333333,0.13333333333333333,12000000.0
Hans Hateboer,NED,Defensa,Atalanta,29,1994.0,19.6,16.0,1436.2,0.6,1.4,2.0,4.8,0.0,1.6799999999999997,1.94,6000000.0
Hans Nicolussi Caviglia,ITA,Centrocampista,Juventus,23,2000.0,7.0,3.5,324.5,0.5,0.0,0.5,1.0,0.0,0.2,0.0,2000000.0
Haris Seferović,SUI,Delantero,Celta Vigo,30,1992.0,18.0,10.0,887.0,3.0,1.0,4.0,3.0,0.0,1.8,0.5,4000000.0
Harrison Ashby,SCO,Defensa,West Ham,19,2001.0,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1000000.0
Harrison Reed,ENG,Centrocampista,Fulham,28,1995.0,26.666666666666668,23.0,1927.3333333333333,1.0,2.3333333333333335,3.3333333333333335,4.0,0.0,0.7999999999999999,2.1666666666666665,18000000.0
Harry Kane,ENG,Delantero,Tottenham,29,1993.0,34.75,34.5,3076.5,22.0,7.0,29.0,4.0,0.0,18.175,6.625000000000001,110000000.0
Harry Maguire,ENG,Defensa,Manchester Utd,30,1993.0,25.2,22.8,2063.4,0.8,0.6,1.4,6.0,0.2,1.3399999999999999,0.44000000000000006,20000000.0
Harry Souttar,AUS,Defensa,Leicester City,23,1998.0,12.0,11.0,992.0,0.0,1.0,1.0,2.0,0.0,1.4,0.2,12000000.0
Harry Toffolo,ENG,Defensa,Nott'ham Forest,28,1995.0,13.0,7.0,711.5,0.0,1.5,1.5,1.5,0.0,0.35,0.7,3500000.0
Harry Wilson,WAL,Delantero,Fulham,26,1997.0,24.333333333333332,13.333333333333334,1148.3333333333333,3.0,1.3333333333333333,4.333333333333333,1.6666666666666667,0.0,2.3000000000000003,1.4666666666666668,16000000.0
Harry Winks,ENG,Centrocampista,Tottenham,26,1996.0,21.25,15.75,1427.5,0.0,0.25,0.25,4.5,0.0,0.32499999999999996,1.0,12000000.0
Harvey Barnes,ENG,Delantero,Newcastle Utd,25,1997.0,26.6,20.8,1805.4,7.0,4.8,11.8,1.2,0.0,5.840000000000001,2.86,35000000.0
Harvey Elliott,ENG,Centrocampista,Liverpool,20,2003.0,12.75,5.75,558.75,0.25,0.75,1.0,0.75,0.0,0.8,1.25,35000000.0
Harvey White,ENG,Centrocampista,Tottenham,20,2001.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,600000.0
Hassane Kamara,CIV,Defensa,Watford,29,1994.0,16.0,13.5,1155.0,0.5,0.0,0.5,2.5,0.5,0.44999999999999996,0.7,8000000.0
Hatem Ben Arfa,FRA,Centrocampista,Valladolid,32,1987.0,5.0,2.0,159.0,0.0,0.0,0.0,1.0,0.0,0.1,0.0,200000.0
Helibelton Palacios,COL,Defensa,Elche,29,1993.0,20.333333333333332,17.666666666666668,1529.6666666666667,0.0,0.0,0.0,4.0,0.0,0.16666666666666666,0.3333333333333333,1200000.0
Henrikh Mkhitaryan,ARM,Delantero,Arsenal,34,1989.0,22.333333333333332,18.666666666666668,1646.5,5.333333333333333,4.333333333333333,9.666666666666666,2.8333333333333335,0.16666666666666666,4.15,3.2999999999999994,6000000.0
Herculano Nabian,POR,Centrocampista,Empoli,18,2004.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,450000.0
Hernani,BRA,Centrocampista,Genoa,27,1994.0,27.666666666666668,20.333333333333332,1763.3333333333333,2.3333333333333335,2.3333333333333335,4.666666666666667,7.0,0.0,1.7666666666666666,1.7666666666666668,2000000.0
Hernán Toledo,ARG,Delantero,Las Palmas,21,1996.0,15.0,6.0,624.0,0.0,1.0,1.0,2.0,0.0,0.2,0.9,275000.0
Hernâni Fortes,POR,Centrocampista,Levante,27,1991.0,20.0,5.0,654.0,2.0,0.0,2.0,3.0,1.0,1.5,2.3,300000.0
Hidde ter Avest,NED,Defensa,Udinese,23,1997.0,13.0,5.0,518.5,0.0,0.0,0.0,0.5,0.0,0.05,0.2,1300000.0
Hilmir Mikaelsson,ISL,Delantero,Venezia,17,2004.0,1.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Hirving Lozano,MEX,Delantero,Napoli,27,1995.0,30.0,18.25,1552.0,5.75,3.0,8.75,3.75,0.0,6.2,3.075,22000000.0
Houboulang Mendes,GNB,Defensa,Almería,25,1998.0,10.0,7.5,627.5,0.0,0.5,0.5,1.0,0.0,0.0,0.15,1500000.0
Houssem Aouar,ALG,Centrocampista,Roma,25,1998.0,9.0,5.0,420.0,2.0,0.0,2.0,3.0,0.0,1.2,0.3,13000000.0
Hugo Bueno,ESP,Defensa,Wolves,21,2002.0,13.5,8.5,727.5,0.0,0.5,0.5,0.5,0.0,0.2,0.7000000000000001,6000000.0
Hugo Duro,ESP,Delantero,Getafe,24,1999.0,12.75,7.0,654.125,1.875,0.625,2.5,1.5,0.125,1.9249999999999998,0.46249999999999997,5000000.0
Hugo González,ESP,Centrocampista,Valencia,20,2003.0,5.0,0.0,43.0,0.0,1.0,1.0,0.0,0.0,0.0,0.5,1000000.0
Hugo Guillamón,ESP,Centrocampista,Valencia,23,2000.0,9.0,0.0,171.0,0.0,0.0,0.0,1.0,0.0,0.0,0.2,9000000.0
Hugo Lloris,FRA,PO,Tottenham,35,1986.0,30.5,30.5,2713.0,0.0,0.0,0.0,0.5,0.0,0.0,0.05,2000000.0
Hugo Mallo,ESP,Defensa,Celta Vigo,31,1991.0,29.0,28.0,2441.1666666666665,0.8333333333333334,2.1666666666666665,3.0,8.166666666666666,0.5,1.4666666666666668,3.2000000000000006,3000000.0
Hugo Sotelo,ESP,Centrocampista,Celta Vigo,19,2003.0,2.5,0.75,72.75,0.0,0.0,0.0,0.0,0.0,0.025,0.025,500000.0
Hugo Álvarez,ESP,Delantero,Celta Vigo,18,2003.0,1.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,200000.0
Hwang Hee-chan,KOR,Delantero,Wolves,27,1996.0,23.333333333333332,14.0,1270.0,5.0,1.3333333333333333,6.333333333333333,2.0,0.0,3.6333333333333333,1.4666666666666668,0.0
Héctor Bellerín,ESP,Defensa,Arsenal,28,1995.0,15.2,14.0,1253.0,0.4,0.8,1.2,2.4,0.2,0.34,1.1400000000000001,8000000.0
Héctor Hernández,ESP,Defensa,Alavés,26,1991.0,1.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,800000.0
Héctor Herrera,MEX,Centrocampista,Atlético Madrid,31,1990.0,19.333333333333332,9.333333333333334,888.0,0.0,1.0,1.0,2.3333333333333335,0.0,0.5,1.0999999999999999,2500000.0
Héctor Moreno,MEX,Defensa,Real Sociedad,30,1988.0,16.5,14.5,1326.5,1.0,0.0,1.0,1.5,0.0,1.1,0.3,1000000.0
Hélder Costa,ANG,Centrocampista,Leeds United,27,1994.0,15.0,8.666666666666666,765.3333333333334,1.0,1.3333333333333333,2.3333333333333335,1.0,0.0,0.8333333333333334,0.7999999999999999,2800000.0
Iago Aspas,ESP,Delantero,Celta Vigo,36,1987.0,31.285714285714285,29.857142857142858,2621.285714285714,14.428571428571429,5.571428571428571,20.0,7.285714285714286,0.0,12.37142857142857,6.528571428571429,5000000.0
Iago Falque,ESP,Centrocampista,Benevento,30,1990.0,8.333333333333334,3.6666666666666665,326.3333333333333,1.0,0.6666666666666666,1.6666666666666667,0.0,0.0,1.1333333333333333,0.6666666666666666,250000.0
Iago Herrerín,ESP,PO,Athletic Club,31,1988.0,14.666666666666666,14.333333333333334,1311.6666666666667,0.0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.0,0.0,0.16666666666666666,400000.0
Ian Carlo Poveda,ENG,Centrocampista,Leeds United,20,2000.0,14.0,0.0,355.0,0.0,0.0,0.0,0.0,0.0,0.3,1.1,900000.0
Ian Maatsen,NED,Delantero,Chelsea,21,2002.0,7.0,0.0,113.0,0.0,0.0,0.0,1.0,0.0,0.4,0.1,20000000.0
Ianis Hagi,ROU,Centrocampista,Alavés,25,1998.0,10.0,5.0,415.0,0.0,1.0,1.0,2.0,0.0,2.5,1.1,4000000.0
Ibrahim Amadou,FRA,Defensa,Norwich City,26,1993.0,12.666666666666666,8.0,763.6666666666666,0.0,0.0,0.0,1.6666666666666667,0.0,0.6333333333333334,0.03333333333333333,1500000.0
Ibrahim Sangaré,CIV,Centrocampista,Nott'ham Forest,25,1997.0,8.0,8.0,642.0,0.0,0.0,0.0,4.0,0.0,0.6,0.2,35000000.0
Ibrahim Sulemana,GHA,Centrocampista,Cagliari,20,2003.0,11.0,6.0,541.0,0.0,0.0,0.0,3.0,0.0,0.25,0.15000000000000002,3500000.0
Ibrahima Diallo,FRA,Centrocampista,Southampton,23,1999.0,21.0,10.333333333333334,954.0,0.0,0.6666666666666666,0.6666666666666666,2.6666666666666665,0.0,0.3666666666666667,0.5666666666666668,6500000.0
Ibrahima Kebe,MLI,Centrocampista,Girona,23,2000.0,2.0,0.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,500000.0
Ibrahima Konaté,FRA,Defensa,Liverpool,24,1999.0,12.333333333333334,11.0,1003.6666666666666,0.0,0.0,0.0,2.6666666666666665,0.0,0.5,0.10000000000000002,38000000.0
Ibrahima Koné,MLI,Delantero,Almería,24,1999.0,8.0,2.0,262.0,0.0,0.0,0.0,0.0,0.0,0.4,0.1,4000000.0
Ibrahima Mbaye,SEN,Defensa,Bologna,26,1994.0,11.333333333333334,7.333333333333333,681.0,0.3333333333333333,1.0,1.3333333333333333,2.3333333333333335,0.0,0.4333333333333333,0.3666666666666667,300000.0
Iddrisu Baba,GHA,Centrocampista,Mallorca,27,1996.0,26.25,21.75,1842.75,0.25,0.0,0.25,5.75,0.0,0.875,0.4,2500000.0
Idrissa Doumbia,CIV,Centrocampista,Huesca,22,1998.0,23.0,7.0,779.0,0.0,0.0,0.0,4.0,0.0,0.4,0.1,1700000.0
Idrissa Gana Gueye,SEN,Centrocampista,Everton,34,1989.0,21.5,20.5,1670.5,0.5,0.5,1.0,5.0,0.0,0.75,0.8500000000000001,5000000.0
Iglesias,ESP,Defensa,Getafe,25,1998.0,18.0,10.0,1008.25,0.25,0.25,0.5,2.75,0.0,0.375,0.6499999999999999,5000000.0
Ignacio Pussetto,ARG,Delantero,Watford,26,1995.0,12.6,4.6,505.0,1.6,1.0,2.6,1.8,0.0,1.48,0.6799999999999999,2500000.0
Ignasi Miquel,ESP,Defensa,Málaga,31,1992.0,13.666666666666666,12.666666666666666,1101.3333333333333,0.0,0.6666666666666666,0.6666666666666666,3.0,0.3333333333333333,0.4333333333333333,0.43333333333333335,1400000.0
Igor,BRA,Defensa,Brighton,25,1998.0,18.166666666666668,14.0,1291.3333333333333,0.0,0.16666666666666666,0.16666666666666666,4.666666666666667,0.16666666666666666,0.25000000000000006,0.4000000000000001,18000000.0
Igor Zubeldia,ESP,Centrocampista,Real Sociedad,26,1997.0,26.428571428571427,22.142857142857142,2000.142857142857,0.42857142857142855,1.0,1.4285714285714286,6.857142857142857,0.14285714285714285,0.6428571428571429,0.5857142857142856,18000000.0
Iker Benito,ESP,Delantero,Osasuna,19,2002.0,4.0,1.5,147.0,0.0,0.0,0.0,0.5,0.0,0.05,0.2,400000.0
Iker Muniain,ESP,Centrocampista,Athletic Club,30,1992.0,26.0,19.857142857142858,1752.2857142857142,3.5714285714285716,3.2857142857142856,6.857142857142857,2.7142857142857144,0.14285714285714285,3.957142857142857,3.4999999999999996,9000000.0
Iker Muñoz,ESP,Centrocampista,Osasuna,21,2002.0,8.0,3.5,346.5,0.5,0.0,0.5,1.0,0.0,0.2,0.0,5000000.0
Ilaix Moriba,GUI,Centrocampista,Barcelona,19,2003.0,17.333333333333332,7.666666666666667,790.3333333333334,0.3333333333333333,1.3333333333333333,1.6666666666666667,5.333333333333333,1.0,0.9,0.7000000000000001,4000000.0
Ilario Monterisi,ITA,Defensa,Frosinone,21,2001.0,6.0,4.5,395.5,1.0,0.0,1.0,0.0,0.0,0.55,0.0,1500000.0
Ilias Akhomach,ESP,Delantero,Barcelona,19,2004.0,6.0,2.0,235.0,0.0,0.5,0.5,1.0,0.0,0.1,0.5,3000000.0
Ilija Nestorovski,MKD,Delantero,Udinese,32,1990.0,19.5,6.25,694.5,2.0,1.0,3.0,2.25,0.0,2.7,1.0,400000.0
Iliman Ndiaye,SEN,Centrocampista,Sheffield Utd,20,2000.0,1.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18000000.0
Illan Meslier,FRA,PO,Leeds United,22,2000.0,35.666666666666664,35.666666666666664,3198.0,0.0,0.0,0.0,1.6666666666666667,0.0,0.03333333333333333,0.0,20000000.0
Illia Zabarnyi,UKR,Defensa,Bournemouth,21,2002.0,9.0,8.0,734.5,0.0,0.0,0.0,1.0,0.0,0.15,0.0,20000000.0
Imanol Sarriegi,ESP,Centrocampista,Eibar,22,1995.0,3.0,0.0,41.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,200000.0
Imoh Ezekiel,NGA,Centrocampista,Las Palmas,23,1993.0,10.0,5.0,469.0,0.0,0.0,0.0,0.0,0.0,1.1,0.1,200000.0
Imran Louza,MAR,Centrocampista,Watford,22,1999.0,20.0,17.0,1416.0,0.0,0.0,0.0,6.0,0.0,1.2,1.1,9000000.0
Indiana Vassilev,USA,Delantero,Aston Villa,18,2001.0,4.0,0.0,51.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1500000.0
Ionuț Radu,ROU,PO,Bournemouth,26,1997.0,6.2,6.0,549.0,0.0,0.2,0.2,0.2,0.0,0.0,0.1,3500000.0
Isaac Carcelen,ESP,Defensa,Cádiz,30,1993.0,24.25,21.25,1842.75,0.0,0.75,0.75,2.25,0.75,0.35000000000000003,0.7750000000000001,1500000.0
Isaac Hayden,ENG,Centrocampista,Newcastle Utd,26,1995.0,22.333333333333332,20.0,1722.3333333333333,0.6666666666666666,0.6666666666666666,1.3333333333333333,5.666666666666667,0.3333333333333333,0.7666666666666666,0.8666666666666666,3500000.0
Isaac Palazón Camacho,ESP,Delantero,Rayo Vallecano,28,1994.0,28.333333333333332,25.333333333333332,2108.3333333333335,4.333333333333333,3.3333333333333335,7.666666666666667,4.333333333333333,0.0,4.366666666666667,3.066666666666667,12000000.0
Isaac Price,NIR,Centrocampista,Everton,18,2003.0,1.0,0.0,23.5,0.0,0.0,0.0,0.5,0.0,0.05,0.05,700000.0
Isaac Success,NGA,Delantero,Watford,27,1996.0,15.6,9.0,783.6,0.6,2.8,3.4,1.6,0.2,1.64,2.0799999999999996,4000000.0
Isak Hien,SWE,Defensa,Hellas Verona,24,1999.0,19.5,17.0,1600.5,0.0,0.0,0.0,5.0,0.5,0.25,0.05,9000000.0
Isco,ESP,Centrocampista,Real Madrid,31,1992.0,20.714285714285715,11.714285714285714,1046.0,2.0,2.4285714285714284,4.428571428571429,2.4285714285714284,0.0,2.742857142857143,2.7285714285714286,8000000.0
Islam Slimani,ALG,Delantero,Leicester City,32,1988.0,1.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,1500000.0
Isma Ruiz,ESP,Centrocampista,Granada,20,2001.0,4.5,2.0,175.0,0.0,0.0,0.0,0.5,0.0,0.05,0.05,400000.0
Ismael,ESP,Centrocampista,Betis,18,2000.0,3.0,1.0,83.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,38000000.0
Ismaila Sarr,SEN,Delantero,Watford,23,1998.0,25.0,21.5,1944.5,5.0,3.0,8.0,1.5,0.0,5.449999999999999,3.7,20000000.0
Ismaël Bennacer,ALG,Centrocampista,Milan,24,1997.0,27.75,21.0,1835.75,1.25,1.25,2.5,7.5,0.0,0.825,1.6749999999999998,38000000.0
Issa Bah,LUX,Delantero,Venezia,19,2002.0,1.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,75000.0
Issa Diop,FRA,Defensa,Fulham,26,1997.0,19.2,17.0,1564.4,1.2,0.4,1.6,3.0,0.0,0.52,0.4,22000000.0
Issa Kaboré,BFA,Defensa,Luton Town,22,2001.0,11.0,9.0,778.0,0.0,1.0,1.0,4.0,0.0,0.2,1.5,7000000.0
Ivan Cavaleiro,POR,Delantero,Fulham,26,1993.0,36.0,27.0,2472.0,3.0,0.0,3.0,2.0,0.0,6.4,2.7,2500000.0
Ivan Ilić,SRB,Centrocampista,Torino,22,2001.0,19.6,16.0,1416.2,1.2,1.6,2.8,2.4,0.2,0.9600000000000002,1.44,19000000.0
