,Jugador,Pais,Posicion,Equipo,Edad,Nacimiento,PJ,Titular,Mín,Goles,Asistencias,Goles+Asistencias,Tarjetas Amarillas,Tarjetas Rojas,Goles Esperados,Asistencias Esperadas
1991,Ragnar Klavan,EST,Defensa,Cagliari,34,1985,15,9,770,0,0,0,1,0,0.4,0.1
1992,Justin Kluivert,NED,Centrocampista,Roma,21,1999,2,0,19,0,0,0,0,0,0.0,0.0
1993,Aleksandr Kokorin,RUS,Delantero,Fiorentina,29,1991,4,0,94,0,0,0,1,0,0.0,0.0
1994,Aleksandar Kolarov,SRB,Defensa,Inter,34,1985,7,4,390,0,1,1,0,0,0.1,1.1
1995,Márk Kosznovszky,HUN,Centrocampista,Parma,18,2002,1,1,90,0,0,0,0,0,0.3,0.0
1996,Christian Kouamé,CIV,Delantero,Fiorentina,22,1997,33,9,995,1,1,2,4,0,3.2,1.2
1997,Kalidou Koulibaly,SEN,Defensa,Napoli,29,1991,26,25,2209,0,0,0,10,1,1.0,0.2
1998,Viktor Kovalenko,UKR,Delantero,Atalanta,24,1996,1,0,4,0,0,0,0,0,0.0,0.0
1999,Rade Krunić,BIH,Centrocampista,Milan,26,1993,25,5,723,1,2,3,3,0,0.7,1.0
2000,Juraj Kucka,SVK,Centrocampista,Parma,33,1987,28,28,2334,7,2,9,8,0,7.1,2.0
2001,Dejan Kulusevski,SWE,Centrocampista,Juventus,20,2000,35,19,1923,4,3,7,7,0,3.0,6.2
2002,Marash Kumbulla,ALB,Defensa,Roma,20,2000,21,14,1363,1,0,1,8,0,0.9,0.5
2003,Jasmin Kurtić,SVN,Centrocampista,Parma,31,1989,34,31,2739,4,0,4,5,0,3.7,2.2
2004,Giorgos Kyriakopoulos,GRE,Defensa,Sassuolo,24,1996,23,16,1456,1,0,1,3,1,1.6,0.9
2005,Antonino La Gumina,ITA,Delantero,Sampdoria,24,1996,9,4,341,0,0,0,0,0,0.7,0.0
2006,Sam Lammers,NED,Delantero,Atalanta,23,1997,15,1,291,2,0,2,0,0,1.3,0.4
2007,Gianluca Lapadula,PER,Delantero,Benevento,30,1990,37,29,2563,8,2,10,2,0,9.7,3.7
2008,Danilo Larangeira,BRA,Defensa,Bologna,36,1984,35,34,3132,0,1,1,8,0,1.2,2.0
2009,Kevin Lasagna,ITA,Delantero,Udinese,27,1992,17,12,1103,2,1,3,1,0,7.4,1.0
2010,Kevin Lasagna,ITA,Delantero,Hellas Verona,27,1992,19,14,1267,2,0,2,0,0,3.2,1.9
2011,Vincent Laurini,FRA,Defensa,Parma,31,1989,14,10,870,0,0,0,1,0,0.0,0.0
2012,Darko Lazović,SRB,Defensa,Hellas Verona,29,1990,32,27,2503,3,6,9,3,0,3.4,4.8
2013,Manuel Lazzari,ITA,Defensa,Lazio,26,1993,32,30,2613,2,5,7,2,1,2.1,3.4
2014,Rafael Leão,POR,Delantero,Milan,21,1999,30,22,1924,6,6,12,5,0,6.0,4.4
2015,Lucas Leiva,BRA,Centrocampista,Lazio,33,1987,32,30,2131,0,0,0,10,0,0.4,0.4
2016,Lukas Lerager,DEN,Centrocampista,Genoa,27,1993,16,13,1159,0,1,1,0,0,0.6,0.5
2017,Mehdi Léris,ALG,Defensa,Sampdoria,22,1998,20,3,386,0,0,0,1,0,0.1,0.4
2018,Karlo Letica,CRO,PO,Sampdoria,23,1997,1,1,90,0,0,0,0,0,0.0,0.0
2019,Gaetano Letizia,ITA,Defensa,Benevento,30,1990,24,18,1570,3,1,4,2,0,0.4,1.2
2020,Matthijs de Ligt,NED,Defensa,Juventus,20,1999,27,25,2220,1,1,2,4,0,1.3,0.9
2021,Karol Linetty,POL,Centrocampista,Torino,25,1995,27,20,1832,1,0,1,5,0,1.1,1.0
2022,Pol Lirola,ESP,Defensa,Fiorentina,22,1997,12,4,498,0,1,1,3,0,0.1,0.7
2023,Fernando Llorente,ESP,Delantero,Udinese,35,1985,14,8,713,1,0,1,2,0,1.8,0.5
2024,Fernando Llorente,ESP,Delantero,Napoli,35,1985,3,0,52,0,0,0,0,0,0.2,0.1
2025,Stanislav Lobotka,SVK,Centrocampista,Napoli,25,1994,15,0,154,0,0,0,2,0,0.0,0.0
2026,Manuel Locatelli,ITA,Centrocampista,Sassuolo,22,1998,34,32,2883,4,2,6,9,0,3.7,2.8
2027,Maxime Lopez,FRA,Centrocampista,Sassuolo,22,1997,29,22,1864,2,0,2,7,0,1.2,1.4
2028,Pau López,ESP,PO,Roma,25,1994,21,20,1817,0,0,0,0,0,0.0,0.0
2029,Matteo Lovato,ITA,Defensa,Hellas Verona,20,2000,24,14,1386,0,0,0,5,0,0.1,0.1
2030,Hirving Lozano,MEX,Delantero,Napoli,25,1995,32,23,1965,11,3,14,6,0,9.3,4.8
2031,José Luis Palomino,ARG,Defensa,Atalanta,30,1990,36,25,2428,1,2,3,3,0,0.3,0.8
2032,Romelu Lukaku,BEL,Delantero,Inter,27,1993,36,32,2884,24,11,35,4,0,23.0,7.0
2033,Saša Lukić,SRB,Centrocampista,Torino,23,1996,32,24,2106,3,0,3,4,0,1.8,1.2
2034,Senad Lulić,BIH,Defensa,Lazio,34,1986,16,8,718,0,0,0,1,0,0.4,0.3
2035,Sebastiano Luperto,ITA,Defensa,Crotone,23,1996,23,22,1879,0,0,0,5,1,0.3,0.2
2036,Lyanco,BRA,Defensa,Torino,23,1997,23,21,1959,0,0,0,8,0,1.0,0.5
2037,Charalambos Lykogiannis,GRE,Defensa,Cagliari,26,1993,31,29,2418,4,2,6,10,2,2.1,1.8
2038,Lisandro Magallán,ARG,Defensa,Crotone,26,1993,28,25,2181,1,2,3,10,0,1.2,0.4
2039,Christian Maggio,ITA,Defensa,Benevento,38,1982,8,2,297,0,0,0,2,0,0.1,0.0
2040,Giulio Maggiore,ITA,Centrocampista,Spezia,22,1998,33,26,2214,3,1,4,3,0,4.7,1.9
2041,Francesco Magnanelli,ITA,Centrocampista,Sassuolo,35,1984,10,7,440,0,0,0,2,0,0.1,0.2
2042,Giangiacomo Magnani,ITA,Defensa,Hellas Verona,24,1995,25,15,1510,0,0,0,8,0,1.0,0.0
2043,Jean-Victor Makengo,FRA,Centrocampista,Udinese,22,1998,17,5,522,0,0,0,1,0,0.1,0.1
2044,Nikola Maksimović,SRB,Defensa,Napoli,28,1991,17,12,1207,0,0,0,1,0,0.6,0.1
2045,Kévin Malcuit,MAR,Defensa,Fiorentina,29,1991,5,2,207,0,0,0,0,0,0.1,0.1
2046,Kévin Malcuit,MAR,Delantero,Napoli,29,1991,2,0,33,0,0,0,0,0,0.0,0.0
2047,Daniel Maldini,ITA,Delantero,Milan,18,2001,5,0,29,0,0,0,0,0,0.1,0.0
2048,Ruslan Malinovskyi,UKR,Centrocampista,Atalanta,27,1993,36,22,1876,8,12,20,3,0,5.6,10.2
2049,Dennis Man,ROU,Delantero,Parma,21,1998,14,8,699,2,1,3,1,0,2.5,0.5
2050,Gianluca Mancini,ITA,Defensa,Roma,24,1996,33,33,2852,4,2,6,10,0,2.7,0.8
2051,Rolando Mandragora,ITA,Centrocampista,Udinese,23,1997,10,3,398,0,0,0,0,0,1.0,0.2
2052,Rolando Mandragora,ITA,Centrocampista,Torino,23,1997,17,17,1525,3,1,4,5,1,2.8,0.7
2053,Mario Mandžukić,CRO,Delantero,Milan,34,1986,10,1,212,0,0,0,1,0,1.0,0.1
2054,Niccolò Manfredini,ITA,PO,Benevento,32,1988,1,1,90,0,0,0,0,0,0.0,0.0
2055,Kostas Manolas,GRE,Defensa,Napoli,29,1991,30,27,2298,0,0,0,5,0,0.9,0.3
2056,Juan Manuel Ramos,URU,Defensa,Spezia,23,1996,6,2,294,0,0,0,1,0,0.0,0.3
2057,Federico Marchetti,ITA,PO,Genoa,37,1983,4,4,334,0,0,0,0,0,0.0,0.0
2058,Riccardo Marchizza,ITA,Defensa,Spezia,22,1998,24,17,1561,0,2,2,4,0,0.4,1.6
2059,Gian Marco Ferrari,ITA,Defensa,Sassuolo,28,1992,34,33,3014,0,4,4,7,0,2.0,1.2
2060,Răzvan Marin,ROU,Centrocampista,Cagliari,24,1996,37,35,2965,3,6,9,6,0,1.4,4.7
2061,Marlon,BRA,Defensa,Sassuolo,24,1995,24,19,1742,0,0,0,6,1,0.3,0.1
2062,Luca Marrone,ITA,Defensa,Crotone,30,1990,21,18,1588,0,0,0,8,0,0.4,0.0
2063,Lautaro Martínez,ARG,Delantero,Inter,22,1997,38,30,2561,17,6,23,5,0,15.2,5.7
2064,Lucas Martínez Quarta,ARG,Defensa,Fiorentina,24,1996,21,15,1483,1,0,1,4,1,1.5,0.3
2065,Adam Marušić,MNE,Defensa,Lazio,27,1992,36,33,2966,2,3,5,3,0,2.2,2.2
2066,Andrea Masiello,ITA,Defensa,Genoa,34,1986,30,30,2563,0,0,0,6,0,0.5,0.4
2067,Giuseppe Mastinu,ITA,Delantero,Spezia,28,1991,3,0,32,0,0,0,0,0,0.0,0.0
2068,Ryder Matos,BRA,Centrocampista,Udinese,27,1993,1,0,13,0,0,0,0,0,0.0,0.0
2069,Federico Mattiello,ITA,Defensa,Spezia,25,1995,1,0,36,0,0,0,0,0,0.0,0.0
2070,Borja Mayoral,ESP,Delantero,Roma,23,1997,31,18,1551,10,3,13,1,0,6.8,1.5
2071,Antonio Mazzotta,ITA,Defensa,Crotone,30,1989,2,1,56,0,0,0,1,0,0.0,0.0
2072,Ibrahima Mbaye,SEN,Defensa,Bologna,25,1994,8,5,428,1,0,1,2,0,0.6,0.0
2073,Weston McKennie,USA,Centrocampista,Juventus,21,1998,34,18,1702,5,2,7,5,0,4.9,3.3
2074,Gary Medel,CHI,Defensa,Bologna,32,1987,11,6,511,0,1,1,1,0,0.0,0.1
2075,Soualiho Meïté,FRA,Centrocampista,Torino,26,1994,14,11,920,1,1,2,0,0,0.7,0.3
2076,Soualiho Meïté,FRA,Centrocampista,Milan,26,1994,16,4,588,0,0,0,2,0,0.3,0.5
2077,Filippo Melegoni,ITA,Centrocampista,Genoa,21,1999,14,3,389,0,0,0,1,0,0.4,0.5
2078,Arthur Melo,BRA,Centrocampista,Juventus,23,1996,22,13,1157,1,0,1,3,0,0.1,1.0
2079,Alex Meret,ITA,PO,Napoli,23,1997,22,22,1980,0,0,0,0,0,0.0,0.0
2080,Yıldırım Mert Çetin,TUR,Defensa,Hellas Verona,23,1997,6,4,418,0,0,0,1,0,0.1,0.0
2081,Dries Mertens,BEL,Delantero,Napoli,33,1987,29,18,1459,9,8,17,2,0,5.0,4.2
2082,Junior Messias,BRA,Centrocampista,Crotone,29,1991,36,36,3215,9,4,13,6,0,7.6,2.6
2083,Petar Mićin,SRB,Centrocampista,Udinese,21,1998,1,0,15,0,0,0,0,0,0.0,0.0
2084,Valentin Mihaila,ROU,Delantero,Parma,20,2000,16,4,698,3,0,3,2,0,2.7,0.3
2085,Nikola Milenković,SRB,Defensa,Fiorentina,22,1997,34,34,3034,3,1,4,7,1,3.9,0.6
2086,Sergej Milinković-Savić,SRB,Centrocampista,Lazio,25,1995,32,32,2746,8,9,17,4,0,6.9,6.4
2087,Vanja Milinković-Savić,SRB,PO,Torino,23,1997,5,5,450,0,0,0,0,1,0.0,0.0
2088,Vincenzo Millico,ITA,Delantero,Torino,19,2000,3,0,21,0,0,0,0,0,0.0,0.1
2089,Aleksei Miranchuk,RUS,Centrocampista,Atalanta,24,1995,25,4,675,4,2,6,0,0,1.2,1.7
2090,Antonio Mirante,ITA,PO,Roma,37,1983,13,13,1153,0,0,0,2,0,0.0,0.0
2091,Henrikh Mkhitaryan,ARM,Centrocampista,Roma,31,1989,34,30,2745,13,10,23,2,0,10.9,7.6
2092,Johan Mojica,COL,Defensa,Atalanta,27,1992,11,3,299,0,0,0,1,0,0.1,0.4
2093,Nahuel Molina,ARG,Defensa,Udinese,22,1998,29,18,1828,2,5,7,1,0,1.4,2.6
2094,Salvatore Molina,ITA,Centrocampista,Crotone,28,1992,29,28,2315,1,4,5,1,0,0.7,2.3
2095,Gabriele Moncini,ITA,Delantero,Benevento,24,1996,10,4,357,0,0,0,0,0,0.7,0.2
2096,Cristóbal Montiel,ESP,Centrocampista,Fiorentina,20,2000,2,0,4,0,0,0,0,0,0.0,0.0
2097,Lorenzo Montipò,ITA,PO,Benevento,24,1996,37,37,3330,0,0,0,3,0,0.0,0.0
2098,Luca Mora,ITA,Centrocampista,Spezia,32,1988,4,1,113,0,0,0,0,0,0.1,0.0
2099,Álvaro Morata,ESP,Delantero,Juventus,27,1992,32,23,2014,11,9,20,3,1,10.7,5.1
2100,Raúl Moro,ESP,Delantero,Lazio,17,2002,1,0,11,0,0,0,0,0,0.0,0.0
2101,Mert Müldür,TUR,Defensa,Sassuolo,21,1999,28,18,1672,0,0,0,2,0,0.8,0.6
2102,Luis Muriel,COL,Delantero,Atalanta,29,1991,36,16,1436,22,7,29,0,0,15.5,4.5
2103,Vedat Muriqi,KVX,Delantero,Lazio,26,1994,27,7,832,1,0,1,1,0,3.2,0.6
2104,Nicola Murru,ITA,Defensa,Torino,25,1994,14,7,569,0,0,0,0,0,0.4,0.2
2105,Mateo Musacchio,ARG,Defensa,Lazio,29,1990,4,2,229,0,0,0,2,0,0.0,0.0
2106,Mateo Musacchio,ARG,Defensa,Milan,29,1990,1,0,34,0,0,0,0,0,0.0,0.0
2107,Juan Musso,ARG,PO,Udinese,26,1994,35,35,3147,0,0,0,5,0,0.0,0.0
2108,Joakim Mæhle,DEN,Defensa,Atalanta,23,1997,20,12,1216,0,2,2,0,0,1.6,1.4
2109,Radja Nainggolan,BEL,Centrocampista,Cagliari,32,1988,22,22,1841,1,0,1,5,0,1.5,1.9
2110,Radja Nainggolan,BEL,Centrocampista,Inter,32,1988,4,0,46,0,0,0,0,0,0.1,0.0
2111,Nahitan Nández,URU,Centrocampista,Cagliari,24,1995,32,31,2737,2,2,4,8,1,3.3,2.7
2112,Ilija Nestorovski,MKD,Delantero,Udinese,30,1990,22,4,701,2,2,4,1,0,4.7,1.3
2113,Nicolas Nkoulou,CMR,Defensa,Torino,30,1990,18,16,1358,1,0,1,5,0,0.5,0.1
2114,Bram Nuytinck,NED,Defensa,Udinese,30,1990,20,19,1641,1,0,1,1,0,0.4,0.1
2115,Simeon Nwankwo,NGA,Delantero,Crotone,28,1992,38,31,2943,20,2,22,1,0,19.1,1.1
2116,M'Bala Nzola,ANG,Delantero,Spezia,23,1996,25,21,1896,11,3,14,5,0,9.3,2.1
2117,Pedro Obiang,EQG,Centrocampista,Sassuolo,28,1992,33,16,1469,0,1,1,4,1,0.7,1.0
2118,Brian Oddei,ITA,Delantero,Sassuolo,17,2002,5,0,45,0,2,2,0,0,0.1,0.9
2119,Stefano Okaka,ITA,Delantero,Udinese,30,1989,22,17,1489,4,1,5,2,0,3.8,0.6
2120,Christian Oliva,URU,Centrocampista,Cagliari,24,1996,10,3,388,0,1,1,2,0,0.0,0.1
2121,Maximiliano Olivera,URU,Defensa,Fiorentina,28,1992,2,1,91,0,0,0,0,0,0.0,0.0
2122,Jérôme Onguéné,CMR,Defensa,Genoa,22,1997,4,1,181,0,0,0,0,0,0.0,0.0
2123,Riccardo Orsolini,ITA,Delantero,Bologna,23,1997,34,21,1755,7,3,10,0,0,9.3,2.4
2124,Victor Osimhen,NGA,Delantero,Napoli,21,1998,24,16,1573,10,3,13,4,0,10.6,2.5
2125,Yordan Osorio,VEN,Defensa,Parma,26,1994,23,21,1809,0,0,0,2,0,0.7,0.1
2126,David Ospina,COL,PO,Napoli,31,1988,16,16,1440,0,1,1,2,0,0.0,0.1
2127,Adam Ounas,ALG,Delantero,Crotone,23,1996,15,15,1199,4,4,8,1,0,2.3,2.9
2128,Adam Ounas,ALG,Centrocampista,Cagliari,23,1996,7,3,308,0,0,0,0,0,0.9,0.9
2129,Thomas Ouwejan,NED,Defensa,Udinese,23,1996,15,3,413,0,2,2,0,0,0.2,0.9
2130,Daniele Padelli,ITA,PO,Inter,34,1985,1,0,45,0,0,0,0,0,0.0,0.0
2131,Mattia Pagliuca,ITA,Centrocampista,Bologna,18,2002,1,0,13,0,0,0,0,0,0.0,0.0
2132,Rodrigo Palacio,ARG,Delantero,Bologna,38,1982,36,28,2502,5,5,10,5,0,9.3,4.3
2133,Alberto Paleari,ITA,PO,Genoa,27,1992,3,2,206,0,0,0,0,0,0.0,0.0
2134,Antonio Palumbo,ITA,Centrocampista,Sampdoria,23,1996,1,0,7,0,0,0,0,0,0.0,0.0
2135,Martin Palumbo,NOR,Centrocampista,Udinese,18,2002,3,1,63,0,0,0,0,0,0.0,0.0
2136,Goran Pandev,MKD,Delantero,Genoa,37,1983,29,15,1404,7,3,10,5,0,4.2,1.4
2137,Ivor Pandur,CRO,PO,Hellas Verona,20,2000,4,4,332,0,0,0,0,0,0.0,0.0
2138,Vittorio Parigini,ITA,Centrocampista,Genoa,24,1996,4,0,56,0,0,0,0,0,0.0,0.0
2139,Marco Parolo,ITA,Defensa,Lazio,35,1985,18,7,653,0,2,2,5,0,0.5,0.9
2140,Mario Pašalić,CRO,Centrocampista,Atalanta,25,1995,25,10,1122,6,2,8,2,0,4.3,2.5
2141,Christian Pastina,ITA,Defensa,Benevento,19,2001,3,0,121,0,1,1,1,0,0.0,0.4
2142,Javier Pastore,ARG,Centrocampista,Roma,31,1989,5,0,82,0,0,0,0,0,0.0,0.6
2143,Patric,ESP,Defensa,Lazio,27,1993,25,18,1595,0,1,1,8,0,0.5,0.8
2144,Leonardo Pavoletti,ITA,Delantero,Cagliari,31,1988,33,17,1584,4,3,7,8,0,7.2,1.1
2145,Nehuén Paz,ARG,Defensa,Bologna,27,1993,6,3,363,1,0,1,0,0,0.4,0.0
2146,Pedro,ESP,Centrocampista,Roma,33,1987,27,20,1591,5,2,7,5,1,4.2,3.1
2147,João Pedro,ITA,Delantero,Cagliari,28,1992,37,37,3253,16,3,19,4,0,12.5,5.5
2148,Gianluca Pegolo,ITA,PO,Sassuolo,39,1981,1,1,90,0,0,0,0,0,0.0,0.0
2149,Graziano Pellè,ITA,Delantero,Parma,35,1985,13,6,614,1,2,3,1,0,1.6,1.9
2150,Lorenzo Pellegrini,ITA,Centrocampista,Roma,24,1996,34,30,2598,7,6,13,10,0,5.6,8.0
2151,Luca Pellegrini,ITA,Defensa,Genoa,21,1999,11,7,639,0,1,1,2,0,0.1,1.6
2152,Federico Peluso,ITA,Defensa,Sassuolo,36,1984,7,2,207,0,0,0,1,0,0.0,0.0
2153,Andreas Pereira,BRA,Delantero,Lazio,24,1996,26,3,543,1,2,3,7,1,0.7,1.5
2154,Pedro Pereira,POR,Defensa,Crotone,22,1998,35,29,2549,0,4,4,6,0,0.7,3.4
2155,Gastón Pereiro,URU,Centrocampista,Cagliari,25,1995,15,2,272,2,2,4,0,0,2.3,1.2
2156,Bruno Peres,BRA,Defensa,Roma,30,1990,30,14,1427,1,2,3,6,0,0.9,3.8
2157,Roberto Pereyra,ARG,Centrocampista,Udinese,29,1991,34,34,2925,5,7,12,8,0,4.0,4.0
2158,Carles Pérez,ESP,Centrocampista,Roma,22,1998,21,6,773,2,1,3,0,0,2.7,1.3
2159,Mattia Perin,ITA,PO,Genoa,27,1992,32,32,2879,0,0,0,1,1,0.0,0.0
2160,Ivan Perišić,CRO,Defensa,Inter,31,1989,32,20,1795,4,3,7,3,0,5.2,4.5
2161,Matteo Pessina,ITA,Centrocampista,Atalanta,23,1997,28,21,1645,2,2,4,2,0,2.4,2.5
2162,Andrea Petagna,ITA,Delantero,Napoli,25,1995,26,9,964,4,3,7,0,0,4.1,2.5
2163,Jacopo Petriccione,ITA,Centrocampista,Crotone,25,1995,20,11,958,0,0,0,5,1,0.1,0.4
2164,Jens Petter Hauge,NOR,Delantero,Milan,20,1999,18,3,532,2,0,2,0,0,0.9,1.5
2165,Germán Pezzella,ARG,Defensa,Fiorentina,29,1991,32,32,2743,1,0,1,5,0,1.3,0.5
2166,Giuseppe Pezzella,ITA,Defensa,Parma,22,1997,24,21,1828,1,4,5,7,0,0.2,3.2
2167,Cristiano Piccini,ITA,Defensa,Atalanta,27,1992,1,0,59,0,0,0,0,0,0.1,0.0
2168,Roberto Piccoli,ITA,Delantero,Spezia,19,2001,20,8,703,5,0,5,0,0,5.6,0.6
2169,Andrea Pinamonti,ITA,Delantero,Inter,21,1999,8,1,169,1,0,1,0,0,0.7,0.1
2170,Carlo Pinsoglio,ITA,PO,Juventus,30,1990,1,0,23,0,0,0,0,1,0.0,0.0
2171,Fabio Pisacane,ITA,Defensa,Cagliari,34,1986,5,2,228,0,0,0,1,0,0.0,0.0
2172,Marko Pjaca,CRO,Delantero,Genoa,25,1995,35,15,1418,3,2,5,0,0,2.6,1.9
2173,Tommaso Pobega,ITA,Centrocampista,Spezia,21,1999,20,17,1229,6,0,6,6,0,3.2,0.3
2174,Andrea Poli,ITA,Centrocampista,Bologna,30,1989,18,4,383,1,0,1,1,0,1.0,0.6
2175,Matteo Politano,ITA,Delantero,Napoli,26,1993,37,22,1908,9,4,13,3,0,5.2,3.9
2176,Manolo Portanova,ITA,Centrocampista,Genoa,20,2000,3,0,66,0,0,0,0,0,0.0,0.0
2177,Manolo Portanova,ITA,Centrocampista,Juventus,20,2000,2,1,70,0,0,0,1,0,0.6,0.0
2178,Ivan Provedel,ITA,PO,Spezia,26,1994,29,29,2610,0,0,0,1,0,0.0,0.0
2179,Erick Pulgar,CHI,Centrocampista,Fiorentina,26,1994,31,21,2002,1,3,4,8,0,0.8,1.8
2180,Ignacio Pussetto,ARG,Delantero,Udinese,24,1995,11,9,754,3,1,4,2,0,2.5,0.9
2181,Fabio Quagliarella,ITA,Delantero,Sampdoria,37,1983,33,25,2204,13,1,14,1,0,11.8,1.4
2182,Simone Rabbi,ITA,Delantero,Bologna,18,2001,4,0,35,0,1,1,0,0,0.0,0.0
2183,Adrien Rabiot,FRA,Centrocampista,Juventus,25,1995,34,25,2313,4,2,6,7,1,2.7,1.1
2184,Ivan Radovanović,SRB,Defensa,Genoa,31,1988,33,24,2232,0,0,0,6,0,0.4,0.3
2185,Ionuț Radu,ROU,PO,Inter,23,1997,2,1,135,0,0,0,0,0,0.0,0.0
2186,Ștefan Radu,ROU,Defensa,Lazio,33,1986,31,30,2458,0,3,3,2,0,0.4,1.5
2187,Rafael,BRA,PO,Spezia,38,1982,3,2,207,0,1,1,0,0,0.0,0.4
2188,Antonio Raimondo,ITA,Delantero,Bologna,16,2004,1,0,1,0,0,0,0,0,0.0,0.0
2189,Gastón Ramírez,URU,Delantero,Sampdoria,29,1990,25,10,969,0,4,4,5,0,0.8,2.2
2190,Aaron Ramsey,WAL,Centrocampista,Juventus,29,1990,22,13,1089,2,4,6,2,0,4.2,3.3
2191,Andrea Ranocchia,ITA,Defensa,Inter,32,1988,8,8,703,0,1,1,2,0,1.6,0.5
2192,Giacomo Raspadori,ITA,Delantero,Sassuolo,20,2000,27,13,1232,6,0,6,1,0,4.3,2.1
2193,Federico Ravaglia,ITA,PO,Bologna,20,1999,4,4,360,0,0,0,0,0,0.0,0.0
2194,Ante Rebić,CRO,Delantero,Milan,26,1993,27,20,1776,11,4,15,4,1,5.9,5.4
2195,Arkadiusz Reca,POL,Defensa,Crotone,25,1995,30,28,2313,2,3,5,7,0,1.5,3.1
2196,Vasco Regini,ITA,Defensa,Sampdoria,29,1990,3,1,88,0,0,0,0,0,0.0,0.0
2197,Pepe Reina,ESP,PO,Lazio,37,1982,29,29,2610,0,0,0,1,0,0.0,0.0
2198,Bryan Reynolds,USA,Defensa,Roma,19,2001,5,3,283,0,0,0,0,0,0.0,0.0
2199,Franck Ribéry,FRA,Delantero,Fiorentina,37,1983,29,28,2149,2,6,8,6,1,2.6,5.8
2200,Federico Ricci,ITA,Delantero,Sassuolo,26,1994,1,0,4,0,0,0,0,0,0.0,0.0
2201,Giacomo Ricci,ITA,Defensa,Parma,23,1996,3,0,67,0,0,0,0,0,0.0,0.0
2202,Matteo Ricci,ITA,Centrocampista,Spezia,26,1994,29,26,2229,0,2,2,5,0,1.0,1.6
2203,Tomás Rincón,VEN,Centrocampista,Torino,32,1988,36,33,2846,1,1,2,10,1,1.3,1.9
2204,Andrea Rispoli,ITA,Defensa,Crotone,31,1988,19,5,652,0,0,0,4,0,0.4,0.6
2205,Emmanuel Rivière,FRA,Delantero,Crotone,30,1990,21,7,640,1,1,2,2,0,1.1,0.5
2206,Ricardo Rodríguez,SUI,Defensa,Torino,27,1992,16,15,1238,0,0,0,1,0,0.6,0.2
2207,Marko Rog,CRO,Centrocampista,Cagliari,25,1995,14,14,1165,0,0,0,2,0,0.2,0.3
2208,Rogério,BRA,Defensa,Sassuolo,22,1998,28,21,1877,0,1,1,4,0,0.5,1.5
2209,Luis Rojas,CHI,Centrocampista,Crotone,18,2002,7,0,104,0,0,0,1,0,0.0,0.0
2210,Alessio Romagnoli,ITA,Defensa,Milan,25,1995,22,21,1907,1,1,2,7,0,2.8,0.8
2211,Cristian Romero,ARG,Defensa,Atalanta,22,1998,31,29,2545,2,2,4,10,0,1.3,0.8
2212,Cristiano Ronaldo,POR,Delantero,Juventus,35,1985,33,31,2802,29,2,31,3,0,27.7,3.8
2213,Marten de Roon,NED,Centrocampista,Atalanta,29,1991,35,33,3021,1,1,2,8,1,0.6,0.9
2214,Nicolò Rovella,ITA,Centrocampista,Genoa,18,2001,20,12,1187,0,2,2,4,0,0.9,1.6
2215,Amir Rrahmani,KVX,Defensa,Napoli,26,1994,16,12,1094,1,0,1,2,0,0.4,0.0
2216,Kevin Rüegg,SUI,Defensa,Hellas Verona,21,1998,7,1,205,0,0,0,0,0,0.0,0.0
2217,Daniele Rugani,ITA,Defensa,Cagliari,26,1994,16,12,1001,1,1,2,2,0,0.4,0.5
2218,Matteo Ruggeri,ITA,Defensa,Atalanta,18,2002,6,3,208,0,0,0,0,0,0.1,0.0
2219,Mário Rui,POR,Defensa,Napoli,29,1991,27,17,1669,0,2,2,4,0,0.9,2.2
2220,Fabián Ruiz Peña,ESP,Centrocampista,Napoli,24,1996,33,29,2569,3,1,4,1,0,2.0,2.0
2221,Alexis Saelemaekers,BEL,Delantero,Milan,21,1999,32,27,2016,2,4,6,7,1,2.4,3.1
2222,Jacopo Sala,ITA,Defensa,Spezia,28,1991,6,4,375,0,0,0,1,0,0.0,0.7
2223,Eddie Salcedo,ITA,Centrocampista,Hellas Verona,18,2001,21,7,755,2,0,2,3,0,3.9,0.3
2224,Antonio Sanabria,PAR,Delantero,Torino,24,1996,14,12,978,5,1,6,2,0,3.3,0.6
2225,Alexis Sánchez,CHI,Delantero,Inter,31,1988,30,12,1146,7,5,12,0,0,6.4,5.3
2226,Alex Sandro,BRA,Defensa,Juventus,29,1991,26,20,1858,2,1,3,2,0,1.6,1.6
2227,Siriki Sanogo,CIV,Centrocampista,Benevento,18,2001,1,0,10,0,0,0,0,0,0.0,0.0
2228,Nicola Sansone,ITA,Delantero,Bologna,28,1991,26,11,1169,2,2,4,2,0,3.9,2.9
2229,Federico Santander,PAR,Delantero,Bologna,29,1991,4,0,37,0,1,1,0,0,0.2,0.4
2230,Davide Santon,ITA,Defensa,Roma,29,1991,10,7,586,0,1,1,3,0,0.4,0.6
2231,Samir Santos,BRA,Defensa,Udinese,25,1994,30,24,2216,1,0,1,6,0,1.3,0.6
2232,Riccardo Saponara,ITA,Centrocampista,Fiorentina,28,1991,2,0,52,0,0,0,0,0,0.0,0.0
2233,Riccardo Saponara,ITA,Delantero,Spezia,28,1991,9,5,389,2,0,2,2,1,1.0,0.7
2234,Marco Sau,ITA,Centrocampista,Benevento,32,1987,24,9,785,4,2,6,1,1,2.4,1.8
2235,Gianluca Scamacca,ITA,Delantero,Genoa,21,1999,26,13,1352,8,2,10,1,0,7.9,2.7
